Absolute time	Trace 617	Trace 624	Trace 742	Trace 578	Trace 641	Trace 525	Trace 678	Trace 720	Trace 679	Trace 656	Trace 577	Trace 605	Trace 797	Trace 762	Trace 425	Trace 503	Trace 813	Trace 693	Trace 774	Trace 532	Trace 478	Trace 599	Trace 575	Trace 726	Trace 687	Trace 568	Trace 767	Trace 674	Trace 677	Trace 458	Trace 484	Trace 509	Trace 572	Trace 630	Trace 790	Trace 464	Trace 604	Trace 596	Trace 737	Trace 713	Trace 644	Trace 800	Trace 705	Trace 565	Trace 606	Trace 521	Trace 494	Trace 732	Trace 584	Trace 796	Trace 692	Trace 769	Trace 511	Trace 579	Trace 446	Trace 531	Trace 794	Trace 435	Trace 533	Trace 722	Trace 607	Trace 672	Trace 569	Trace 448	Trace 798	Trace 669	Trace 659	Trace 453	Trace 715	Trace 587	Trace 816	Trace 622	Trace 662	Trace 550	Trace 456	Trace 436	Trace 443	Trace 602	Trace 438	Trace 741	Trace 562	Trace 688	Trace 590	Trace 475	Trace 749	Trace 706	Trace 784	Trace 804	Trace 444	Trace 711	Trace 808	Trace 556	Trace 789	Trace 468	Trace 768	Trace 792	Trace 747	Trace 764	Trace 639	Trace 582	Trace 694	Trace 809	Trace 701	Trace 771	Trace 524	Trace 608	Trace 546	Trace 623	Trace 761	Trace 664	Trace 648	Trace 780	Trace 538	Trace 529	Trace 433	Trace 537	Trace 479	Trace 583	Trace 806	Trace 655	Trace 793	Trace 437	Trace 615	Trace 463	Trace 595	Trace 504	Trace 729	Trace 811	Trace 689	Trace 510	Trace 518	Trace 814	Trace 442	Trace 486	Trace 709	Trace 752	Trace 545	Trace 760	Trace 765	Trace 507	Trace 802	Trace 635	Trace 616	Trace 460	Trace 552	Trace 441	Trace 439	Trace 482	Trace 554	Trace 467	Trace 770	Trace 540	Trace 619	Trace 431	Trace 626	Trace 465	Trace 744	Trace 558	Trace 696	Trace 598	Trace 725	Trace 434	Trace 654	Trace 730	Trace 629	Trace 736	Trace 633	Trace 522	Trace 557	Trace 755	Trace 733	Trace 791	Trace 473	Trace 469	Trace 505	Trace 594	Trace 647	Trace 452	Trace 427	Trace 757	Trace 501	Trace 668	Trace 474	Trace 721	Trace 786	Trace 601	Trace 632	Trace 423	Trace 586	Trace 611	Trace 432	Trace 430	Trace 541	Trace 710	Trace 499	Trace 681	Trace 620	Trace 487	Trace 570	Trace 593	Trace 576	Trace 592	Trace 750	Trace 581	Trace 544	Trace 787	Trace 637	Trace 746	Trace 754	Trace 636	Trace 815	Trace 702	Trace 429	Trace 454	Trace 553	Trace 717	Trace 485	Trace 573	Trace 492	Trace 589	Trace 519	Trace 763	Trace 421	Trace 476	Trace 782	Trace 588	Trace 673	Trace 459	Trace 566	Trace 719	Trace 738	Trace 495	Trace 449	Trace 680	Trace 426	Trace 777	Trace 585	Trace 614	Trace 523	Trace 455	Trace 447	Trace 667	Trace 690	Trace 513	Trace 766	Trace 628	Trace 491	Trace 788	Trace 542	Trace 551	Trace 470	Trace 506	Trace 714	Trace 520	Trace 684	Trace 739	Trace 627	Trace 517	Trace 498	Trace 698	Trace 781	Trace 477	Trace 700	Trace 634	Trace 675	Trace 548	Trace 708	Trace 740	Trace 645	Trace 682	Trace 640	Trace 424	Trace 759	Trace 536	Trace 695	Trace 703	Trace 745	Trace 642	Trace 591	Trace 445	Trace 707	Trace 621	Trace 728	Trace 440	Trace 481	Trace 461	Trace 535	Trace 812	Trace 712	Trace 609	Trace 676	Trace 625	Trace 799	Trace 600	Trace 670	Trace 612	Trace 515	Trace 661	Trace 699	Trace 450	Trace 718	Trace 543	Trace 526	Trace 657	Trace 528	Trace 493	Trace 697	Trace 691	Trace 772	Trace 751	Trace 502	Trace 512	Trace 618	Trace 652	Trace 704	Trace 776	Trace 727	Trace 779	Trace 539	Trace 559	Trace 613	Trace 663	Trace 631	Trace 466	Trace 658	Trace 666	Trace 574	Trace 422	Trace 716	Trace 649	Trace 810	Trace 651	Trace 775	Trace 563	Trace 724	Trace 805	Trace 428	Trace 646	Trace 638	Trace 483	Trace 560	Trace 451	Trace 731	Trace 549	Trace 778	Trace 480	Trace 773	Trace 785	Trace 783	Trace 555	Trace 660	Trace 489	Trace 723	Trace 530	Trace 462	Trace 683	Trace 650	Trace 743	Trace 571	Trace 516	Trace 795	Trace 735	Trace 734	Trace 564	Trace 527	Trace 488	Trace 496	Trace 547	Trace 686	Trace 508	Trace 807	Trace 500	Trace 472	Trace 490	Trace 603	Trace 643	Trace 753	Trace 534	Trace 758	Trace 665	Trace 671	Trace 610	Trace 803	Trace 685	Trace 457	Trace 756	Trace 471	Trace 580	Trace 514	Trace 653	Trace 597	Trace 748	Trace 497	Trace 801	Trace 567	Trace 420	Trace 561
0				39788.275000		40295.600000	39500.250000	39246.425000	39478.150000	39649.912500	39820.125000				40925.687500			39432.650000		40264.075000	40371.237500		39831.012500	39205.962500	39460.112500	39894.062500		39534.700000	39518.775000	40539.912500			39860.912500			40486.287500			39088.962500	39274.537500			39348.150000	39913.887500		40320.625000		39135.600000	39740.987500		39437.525000			39786.000000	40653.175000	40259.687500		40817.462500	40254.325000	39235.700000		39544.125000	39881.225000	40640.987500		39555.175000	39608.312500	40562.662500	39269.012500	39713.525000			39574.025000	40034.950000	40548.525000	40813.400000	40690.875000		40778.300000		39923.637500	39435.087500	39700.525000	40396.262500		39336.125000			40688.437500	39309.150000		39978.400000		40456.387500						39768.612500	39405.187500		39357.087500		40299.337500		40128.225000			39577.275000			40210.287500	40270.737500	40834.850000	40215.000000		39745.375000		39653.162500		40780.900000		40488.887500			39181.100000		39451.662500				40720.450000		39318.900000		40142.362500							40518.137500	40007.650000	40720.775000	40767.087500		39989.775000	40456.225000		40172.587500		40846.062500		40474.587500		39968.325000	39400.962500		39209.862500	40827.212500	39662.750000	39149.250000		39097.900000		40314.450000	39977.750000		39118.700000		40408.612500	40443.387500				40574.850000	40922.762500			39555.175000	40392.850000	39240.900000				40997.675000	39718.562500		40849.637500	40887.337500	40160.562500	39315.325000		39477.987500			39871.312500		39827.112500			39778.037500	40143.825000							39354.487500	40892.050000	40562.012500	40002.287500	39257.962500		39838.162500		39707.837500			41011.650000	40389.600000		39706.212500	39541.037500	40537.800000	39901.700000	39255.362500	39087.825000		40636.437500	39473.437500	40918.700000		39718.725000		40300.800000	40552.587500	40643.750000	39564.437500	39442.887500						40158.450000	40013.662500	40444.362500		39269.500000	40338.337500	39468.400000	39048.662500				39387.962500		40372.050000	39368.625000		39528.525000	40086.137500	39317.600000	39033.225000		39475.550000		40931.700000		40223.450000	39371.062500	39351.400000				40672.350000	39326.212500		39179.800000	40738.325000		40516.350000	40229.462500		39288.675000		39519.100000				39547.537500			39585.237500	39387.475000	40617.750000	39256.012500	40148.862500	40294.950000	39622.450000	40285.850000		39393.650000	39437.850000							39350.750000		39198.487500		40202.812500	39965.075000		39580.037500		40469.712500	39614.812500	39571.425000	39833.612500	40999.950000	39260.562500					39913.725000	39224.812500		40892.375000				39931.600000	40599.062500	39154.287500	40052.662500						39994.000000	39584.262500		39225.787500	40259.525000	40499.287500	39468.887500			39851.650000			39108.625000	39112.687500	39916.325000	40292.350000			40131.312500	39457.675000				40427.462500					40241.812500		39573.050000	39545.100000			39466.125000	40546.575000		40442.250000	39782.100000		39682.737500					39900.562500	41018.475000	39926.562500
1			39371.225000	39791.362500		40296.412500	39498.137500	39247.075000	39429.887500	39649.587500	39821.425000				40924.387500			39421.925000		40263.750000	40369.612500		39831.825000	39203.525000	39459.137500	39897.637500		39534.862500	39516.337500	40536.175000			39859.450000			40486.287500			39087.662500	39274.050000				39916.162500		40243.437500		39136.900000	39738.062500		39434.925000			39785.350000	40648.787500	40260.012500		40814.212500	40253.837500			39539.412500	39879.275000	40753.600000		39551.925000	39607.825000	40561.362500	39268.850000	39705.887500			39573.700000	40034.625000	40547.550000	40816.325000	40690.875000		40775.050000	39478.312500	39922.662500	39446.462500		40395.775000		39340.187500			40691.687500	39308.987500		39979.537500		40456.225000						39765.687500	39404.212500		39351.075000		40298.362500		40126.925000			39578.575000			40211.425000	40270.087500	40840.212500	40215.325000	40605.400000	39737.575000		39653.000000		40781.550000		40491.162500			39180.125000		39404.212500				40721.100000		39320.037500		40142.850000							40520.737500	40008.137500	40718.175000	40775.537500		39987.825000	40456.875000		40172.262500		40843.462500		40463.212500		39967.675000	39400.962500		39209.212500	40826.400000	39661.775000	39150.225000		39095.625000		40318.025000	39973.200000		39114.962500		40406.337500	40443.875000				40566.400000	40922.437500			39554.525000	40389.925000	39238.625000				40995.887500	39840.437500		40844.112500	40822.012500	40159.262500	39315.487500		39479.937500			39871.312500		39827.437500	39918.112500		39777.550000	40144.637500							39355.137500	40891.400000	40560.550000	40001.475000	39257.475000		39838.650000		39715.312500			41010.512500	40388.625000		39704.425000	39539.575000	40538.125000	39901.537500		39086.687500		40635.300000	39466.287500	40922.437500		39718.400000		40299.662500	40545.762500	40648.137500	39570.450000	39441.750000						40157.312500	40011.225000	40447.450000			40349.225000		39047.687500				39386.987500			39367.975000		39527.712500	40085.487500	39371.062500			39472.625000		40931.212500			39362.125000	39353.025000			40327.612500	40671.212500	39327.187500		39180.450000	40736.700000		40516.350000	40220.850000		39288.025000		39518.937500				39546.725000			39584.425000	39386.175000	40616.125000	39256.825000	40147.887500	40293.650000	39618.550000	40285.850000		39392.025000	39446.625000							39351.887500		39199.625000		40214.187500	39966.212500		39552.737500		40469.225000	39614.975000	39570.937500	39827.762500	41002.550000	39258.775000					39913.725000	39224.487500		40889.775000				39930.625000	40598.250000	39153.800000	40052.500000		40848.987500				39993.837500	39583.450000		39228.387500	40269.112500	40497.337500	39468.400000		39627.650000	39857.337500			39108.462500	39110.412500	39915.512500	40291.700000			40129.850000	39451.662500				40426.812500					40241.162500		39571.100000	39544.287500			39460.600000	40546.250000		40441.925000	39777.550000		39678.675000					39899.750000	41017.987500	39925.587500
2			39370.575000	39792.825000		40295.925000		39239.762500		39649.587500	39824.675000				40926.662500					40262.775000	40368.637500		39834.750000	39199.950000	39403.562500	39895.037500		39534.375000	39516.500000	40537.312500			39857.825000			40484.825000		40079.800000	39085.225000	39273.075000				39910.637500		40246.037500		39135.762500	39735.300000					39782.912500	40644.075000	40261.150000		40813.725000	40253.837500			39543.312500	39880.575000	40750.025000		39549.975000	39607.337500	40563.962500	39268.525000	39712.550000			39573.700000	40033.812500	40546.087500	40812.912500	40690.062500		40768.550000	39486.600000	39923.150000	39443.537500		40395.287500		39337.912500			40686.325000	39308.500000		39978.237500		40452.812500			39035.012500			39766.337500	39406.000000		39350.587500		40298.200000		40126.437500						40209.962500	40269.437500	40837.125000	40215.162500	40607.025000	39735.137500		39653.162500		40780.900000		40488.237500	40200.212500		39179.800000		39393.325000						39324.262500		40140.412500							40520.250000	40008.300000	40720.450000	40770.337500		39987.337500	40454.762500		40171.612500		40844.600000		40461.912500	39254.387500	39967.512500	39400.150000		39208.562500	40824.125000	39661.287500	39150.225000		39095.462500		40320.625000	39974.662500		39115.775000		40415.437500	40442.412500		40247.987500		40573.550000	40913.987500			39554.850000	40385.862500	39243.175000				40995.562500	39837.675000		40842.975000	40820.712500	40159.100000	39309.475000		39477.175000			39870.500000	40314.125000	39827.112500	39849.862500		39775.762500	40143.500000			39094.650000				39349.612500	40891.075000	40557.137500	40002.450000	39256.662500		39838.000000		39706.212500			41012.950000	40388.137500		39702.800000	39540.875000	40537.312500	39901.862500		39085.875000		40634.650000	39460.275000	40926.012500		39718.887500		40300.312500	40545.437500	40648.625000	39570.937500	39441.100000						40159.587500		40452.975000			40345.650000		39047.200000				39387.637500			39364.400000		39528.200000	40090.687500				39474.412500		40930.562500			39319.225000	39353.837500	39223.512500		40322.087500	40674.300000	39328.000000		39177.362500	40737.350000	40930.562500	40515.050000	40228.000000		39289.812500		39520.237500				39546.237500			39583.125000	39385.362500	40616.937500		40148.050000	40290.725000		40285.850000		39390.887500	39446.625000							39350.100000		39198.812500		40216.787500	39965.562500		39555.500000		40468.737500	39614.650000	39569.637500	39829.062500	41002.712500	39256.825000					39910.962500	39223.675000		40885.387500				39930.300000	40597.925000	39153.475000	40052.662500		40849.312500				39993.675000	39582.962500		39230.500000	40268.300000	40559.087500	39467.912500		39621.637500	39862.050000			39107.812500	39108.300000	39914.537500	40289.912500			40128.712500	39456.700000				40426.000000					40241.975000		39569.800000	39543.637500			39455.887500	40545.600000		40442.412500	39779.987500		39676.887500	39725.875000				39899.425000	41017.825000	39921.525000
3			39370.412500	39793.637500		40294.950000		39248.050000		39648.775000	39823.862500				40923.737500					40262.775000	40367.987500		39834.100000	39199.625000	39400.312500	39894.875000		39534.537500	39517.312500	40538.775000			39858.475000			40482.550000		40078.662500	39091.400000	39272.587500				39910.475000		40247.825000		39136.250000	39733.187500						40643.750000	40259.850000		40815.350000	40253.837500			39536.325000	39879.437500	40750.675000		39552.737500	39607.012500	40562.662500	39267.550000	39704.912500			39574.025000	40033.650000	40540.237500	40814.212500	40688.762500		40769.850000	39489.525000	39923.475000	39442.075000		40397.400000	39523.325000	39340.512500			40683.725000	39308.012500		39977.262500		40448.425000			39033.712500			39767.800000	39399.175000		39343.275000		40298.037500		40126.762500						40215.000000	40267.000000	40886.362500	40215.000000	40602.962500	39737.250000		39652.512500		40781.550000		40492.137500	40202.325000		39179.312500		39405.837500						39318.087500	39438.012500	40139.437500							40526.587500	40006.025000	40718.012500	40768.712500	40718.337500	39989.937500	40455.900000		40170.637500		40844.112500		40455.575000	39254.062500	39967.350000	39399.987500		39207.100000	40825.100000	39660.962500	39149.087500		39095.950000		40320.137500	39975.800000		39115.775000		40418.362500	40443.550000		40243.112500		40574.037500	40914.475000			39554.525000	40389.762500	39242.525000				40995.887500			40841.512500	40828.675000	40159.262500	39299.400000		39478.800000			39870.825000	40315.425000	39826.300000	39844.500000	39412.987500	39777.387500	40143.500000							39347.175000	40890.587500	40553.562500	40004.400000	39256.500000		39837.350000		39710.925000			41010.837500	40388.137500		39703.125000	39540.225000	40536.662500	39899.425000		39085.550000		40635.137500	39460.275000	40924.875000		39718.075000		40299.175000	40545.762500	40646.512500	39576.300000	39443.050000						40159.587500		40447.125000			40347.762500		39046.712500				39383.737500			39366.837500		39524.625000	40093.937500				39472.300000		40930.725000			39356.925000	39353.837500	39221.237500			40672.025000	39357.087500		39174.762500	40737.512500	40933.812500	40514.725000	40223.937500		39289.162500		39519.912500				39546.075000			39583.775000	39385.525000	40618.725000		40148.375000	40289.750000		40285.850000		39391.050000	39438.337500		39255.362500					39349.612500		39199.300000		40217.925000	39966.375000		39558.750000		40468.250000	39614.812500	39570.287500	39832.800000	41003.525000	39256.337500					39909.825000	39222.862500		40881.325000			40658.212500	39929.487500	40597.600000	39153.150000	40052.825000		40846.712500				39993.512500	39583.450000		39230.175000	40270.250000	40559.250000	39468.725000		39620.662500	39860.912500			39107.812500	39110.900000	39914.700000	40291.050000			40129.200000	39450.525000				40425.675000				39357.412500	40244.412500		39569.800000	39541.850000			39455.400000	40545.600000		40440.300000	39784.050000		39673.800000	39725.712500	39561.675000			39900.237500	41017.662500	39920.712500
4			39370.900000	39791.525000		40295.437500		39247.725000		39644.550000	39826.625000				40923.900000					40262.612500	40370.425000	40324.200000	39830.362500	39200.275000	39399.012500	39898.612500		39533.725000	39517.312500	40537.312500	40828.837500		39860.100000			40483.362500		40082.887500	39094.975000	39274.537500				39899.425000		40244.737500		39135.762500	39734.000000						40641.475000	40259.850000		40814.700000	40253.025000			39539.737500	39878.300000	40756.525000		39547.212500	39608.150000			39705.237500			39570.775000	40034.300000	40539.262500	40814.700000	40688.600000			39481.562500	39925.425000	39447.112500		40394.637500	39523.487500				40683.887500	39307.850000		39977.100000		40447.125000			39033.387500			39767.150000	39461.575000		39340.187500		40297.387500		40126.762500						40215.812500	40266.187500	40888.800000	40215.162500	40606.375000	39743.750000		39652.350000				40490.187500			39179.800000		39411.200000						39321.175000	39406.162500	40137.975000							40529.675000	40008.137500	40715.575000		40723.700000	39988.962500	40452.975000		40168.037500		40845.575000		40448.587500	39257.150000	39968.812500	39401.125000	40353.450000	39206.612500	40826.237500	39660.962500	39150.550000		39096.600000		40321.275000	39974.175000	39384.550000	39112.687500		40420.637500	40445.825000		40237.750000		40575.012500	40913.662500				40386.837500	39240.737500		39778.850000		40993.125000			40841.025000	40826.237500	40158.775000	39303.625000		39483.512500			39870.500000	40313.637500	39828.575000	39842.225000	39408.600000	39776.737500	40145.125000				39390.725000				40891.237500	40557.462500	39908.200000	39353.187500		39837.187500		39707.350000			41010.025000	40388.300000		39702.312500	39539.900000	40536.662500	39893.412500		39087.175000		40635.625000	39423.712500	40926.825000		39715.962500		40301.612500	40546.737500		39569.800000	39441.912500						40159.587500		40441.112500			40347.762500		39046.875000				39384.225000			39363.587500		39525.762500					39471.487500		40930.725000			39394.787500	39354.325000	39218.637500			40672.187500	39353.675000		39174.600000	40738.650000	40928.775000	40516.350000	40226.537500		39289.000000		39519.912500			39929.487500	39546.237500			39583.775000	39386.012500	40618.725000		40148.700000	40291.862500		40285.037500		39390.725000	39437.037500		39261.700000					39350.912500		39199.300000		40211.425000	39966.537500		39557.937500		40468.412500	39615.137500	39563.625000	39827.437500	41003.362500	39256.337500					39909.175000	39222.700000		40883.925000			40649.600000	39929.000000	40597.275000	39152.337500	40053.475000						39994.000000	39583.450000		39229.362500	40271.387500	40561.687500	39469.375000		39621.637500	39862.537500			39108.300000	39110.900000	39912.750000	40290.237500			40129.037500	39451.500000				40426.487500				39359.037500	40244.087500		39569.637500	39542.500000			39456.862500	40545.275000			39785.512500		39673.312500	39725.062500	39453.287500			39899.100000	41017.825000	39912.100000
5			39371.712500	39786.812500		40300.962500		39249.187500		39644.550000					40927.637500					40262.775000	40366.525000		39833.775000	39217.500000	39395.600000	39913.237500		39533.887500	39516.987500	40539.262500			39861.887500			40485.637500		40090.525000	39095.137500	39275.350000				39906.575000		40247.987500		39135.925000	39733.675000						40645.050000	40261.475000		40815.837500	40254.162500			39540.550000	39878.300000	40753.600000		39551.275000	39607.662500			39713.850000			39570.612500	40034.462500	40536.662500	40815.512500	40689.737500	40075.737500		39484.487500	39924.937500	39458.487500		40393.987500	39523.000000				40684.700000	39308.012500		39978.887500					39035.337500			39768.125000	39465.475000		39339.050000		40298.525000		40127.900000						40215.487500	40267.975000	40886.687500	40214.675000	40605.237500	39754.150000		39653.000000				40489.700000			39178.987500		39408.600000					40754.412500	39248.700000		40139.762500							40532.925000	40005.700000	40717.362500		40724.187500	39989.612500	40451.350000		40168.037500		40843.950000		40452.000000	39256.825000	39969.137500	39406.325000	40352.800000	39206.937500	40826.075000	39661.612500	39150.387500		39095.300000		40323.062500	39975.637500	39363.425000	39108.300000		40425.675000	40446.312500		40235.962500		40576.475000	40920.487500	39254.712500			40383.587500	39242.525000		39778.362500		40993.775000			40841.512500	40826.562500	40159.912500	39293.875000		39483.187500		40661.137500	39869.200000	40314.125000	39828.575000	39838.975000	39413.962500	39778.200000	40145.287500								40890.750000	40557.787500		39355.137500	40771.800000	39835.887500		39706.700000			41015.550000	40389.437500		39702.475000	39540.062500	40538.287500	39898.450000		39086.362500		40636.437500	39421.600000	40927.962500		39720.837500		40302.587500	40548.362500		39569.637500	39442.725000						40159.912500		40438.350000			40347.762500		39047.037500				39387.312500			39362.612500		39523.975000					39473.925000		40931.050000			39397.225000	39352.375000	39219.937500			40673.000000	39349.287500		39175.412500	40739.462500		40515.050000	40227.350000		39290.462500		39512.925000			39926.237500	39546.237500			39584.262500	39385.525000	40617.262500		40149.837500	40292.837500		40285.362500		39391.700000	39435.900000		39268.037500					39352.212500		39198.487500		40210.612500	39965.725000		39556.475000		40468.250000	39614.812500	39563.625000	39825.162500	41003.525000	39262.512500					39901.862500	39222.212500		40882.787500			40646.837500	39928.837500	40601.175000	39153.800000	40056.075000						39994.162500	39583.287500		39228.712500	40268.950000	40562.825000	39469.050000		39626.512500	39859.612500			39106.837500	39113.987500	39915.025000	40243.925000			40130.175000	39451.337500				40426.975000		39846.450000		39365.537500	40241.975000	39612.212500	39569.637500	39544.450000			39454.100000	40545.275000	39257.800000		39782.912500		39672.337500	39725.550000	39338.237500			39899.425000	41017.825000	39908.362500
6			39371.875000	39792.500000		40301.450000		39248.537500		39648.287500		40291.700000		39200.600000	40927.962500					40262.775000	40366.200000		39830.525000	39219.612500	39401.125000	39903.650000		39535.025000	39516.987500	40542.025000			39862.375000			40484.175000	40349.712500	40091.825000	39100.012500	39275.187500				39909.825000	39909.500000	40246.525000		39137.387500	39733.512500						40646.187500	40257.412500		40816.650000	40254.650000		39891.462500	39542.662500	39878.300000	40750.512500		39551.925000	39607.337500			39716.775000			39572.887500	40035.437500	40534.550000	40815.837500	40689.900000	40075.900000		39489.525000	39926.237500	39460.112500		40395.775000	39526.087500				40683.887500	39307.037500		39980.187500					39032.412500	39341.162500		39763.250000	39462.550000		39329.462500		40298.362500	39837.675000	40127.900000		39408.112500				40214.675000	40269.600000	40886.362500	40214.675000	40605.725000	39751.387500		39653.162500				40488.725000			39178.012500		39418.025000					40752.950000	39250.162500		40139.925000	39562.325000	39336.612500					40531.950000	40009.762500	40723.050000		40723.212500	39989.125000	40453.300000		40168.687500		40839.562500		40461.100000	39252.112500	39969.300000	39403.400000		39207.912500	40826.075000	39661.775000	39147.787500		39095.950000		40321.112500	39975.475000	39353.837500	39102.450000		40428.925000	40446.637500		40243.600000		40577.450000	40912.687500	39257.637500			40386.025000	39241.062500				40994.587500			40843.137500	40829.000000	40160.562500	39296.475000		39478.637500		40658.212500	39871.475000		39830.200000	39834.262500	39417.862500	39778.525000	40147.562500									40558.112500		39354.975000	40769.200000	39837.025000				39451.012500	41015.387500	40388.300000		39702.312500	39540.875000	40538.775000	39896.175000		39087.825000		40636.762500	39390.075000	40928.612500		39720.512500		40301.125000	40548.037500		39577.437500	39441.912500		39319.225000		40443.062500		40158.450000		40433.637500			40349.875000		39047.200000				39385.687500			39363.425000		39525.275000					39472.462500		40931.212500	39571.750000		39399.825000	39354.162500	39225.300000			40675.600000	39358.225000		39171.675000	40740.112500		40517.000000	40223.937500		39290.462500		39510.162500			39925.425000	39546.725000			39584.750000	39386.662500	40618.075000		40150.487500	40293.000000		40286.500000		39392.350000	39436.550000		39268.850000					39352.050000		39198.650000		40210.450000	39962.800000		39556.475000		40468.737500	39614.000000	39557.937500	39825.487500	41003.687500	39263.325000					39903.325000	39223.187500		40880.187500			40642.937500	39927.700000	40599.550000	39155.100000	40058.187500						39994.162500	39583.612500	40825.912500	39230.662500	40270.412500	40564.287500	39468.725000		39620.175000	39854.412500			39107.975000	39110.737500	39915.512500	40250.262500	40926.987500		40130.175000	39452.637500				40427.462500	40455.737500	39923.800000		39362.450000	40329.075000	39614.325000	39569.637500	39545.262500			39451.012500	40545.762500	39259.100000		39784.375000		39669.087500		39344.412500			39899.587500	41017.825000	39905.925000
7			39372.362500	39789.250000		40305.837500		39248.537500		39648.937500				39198.812500	40926.175000					40264.237500	40366.525000		39832.962500	39217.662500	39396.250000	39899.587500	39527.712500	39535.837500	39517.637500	40540.562500			39861.725000			40484.662500	40349.387500	40092.475000	39092.375000	39274.537500					39910.312500	40248.800000		39136.900000	39731.887500			39433.137500			40646.350000	40257.737500		40817.137500	40253.837500		40003.912500	39545.587500	39877.812500	40750.837500		39552.412500	39607.825000			39717.912500			39573.212500	40034.787500	40537.475000	40817.787500	40688.600000	40078.012500		39489.200000	39927.050000	39454.587500		40395.612500	39519.912500				40684.212500	39307.850000		39981.162500			39443.050000		39031.275000	39336.937500		39766.175000	39463.525000				40299.500000	39837.187500	40128.062500						40251.725000	40269.925000	40889.125000	40217.112500	40605.075000	39753.012500		39653.325000				40490.675000			39179.637500		39423.225000					40761.400000	39247.887500		40140.250000	39561.837500	39343.112500					40533.737500	40012.362500	40725.812500		40722.237500	39988.637500	40452.162500	39388.287500	40170.637500		40842.000000		40467.437500	39253.737500	39969.137500	39405.025000		39204.337500	40822.662500	39662.425000	39147.462500		39095.137500		40325.337500	39976.450000	39355.950000	39103.425000		40429.412500	40446.962500		40238.725000		40579.562500		39262.837500			40378.875000	39243.662500				40995.725000			40842.487500	40829.162500	40160.562500	39299.400000		39476.850000		40659.512500	39869.850000		39827.437500	39846.287500	39414.775000	39778.687500	40149.837500									40559.575000		39354.162500	40769.362500	39837.675000	40394.475000			39453.287500	41009.862500	40389.112500		39702.312500	39541.525000	40538.775000	39894.712500		39087.175000		40636.925000	39410.387500	40928.937500		39722.625000		40308.600000	40550.637500		39577.600000	39441.100000		39317.600000		40371.400000		40159.912500		40439.975000			40349.875000		39047.687500				39384.712500			39365.862500		39526.412500					39474.900000		40931.537500	39573.537500		39399.987500	39354.325000	39219.450000			40671.862500	39351.075000		39173.137500	40742.225000		40517.325000	40225.075000		39290.787500		39505.612500				39546.887500			39584.425000	39387.150000	40620.025000		40151.462500	40292.675000		40286.987500		39392.187500	39435.087500							39352.537500				40210.125000	39962.637500				40469.062500	39614.325000	39559.562500	39826.300000		39264.137500					39901.212500	39222.375000		40878.887500			40647.325000	39929.162500	40599.062500	39154.775000	40059.812500						39994.325000	39584.100000	40826.400000	39229.850000	40270.737500	40565.262500	39470.675000		39620.825000	39779.500000			39108.787500	39115.775000	39914.050000	40254.162500	40922.762500		40130.175000	39370.575000				40426.325000	40449.887500	39918.112500		39360.825000	40325.987500	39615.137500	39569.150000	39547.862500			39453.287500	40546.575000	39258.775000		39788.275000		39665.187500					39899.912500	41017.825000	
